HHS,Year,Quarter,Category,Actual_Revenue,Budgeted_Revenue,Variance,Variance_Pct,FY
Darling Downs,2020,Q3,Private Patient Fees,290433.0,276066.0,14367.0,5.2,FY2020/21
Darling Downs,2020,Q3,Pharmacy Retail,87642.0,87995.0,-354.0,-0.4,FY2020/21
Darling Downs,2020,Q3,Medical Imaging (Private),63459.0,57307.0,6152.0,10.74,FY2020/21
Darling Downs,2020,Q3,Accommodation Fees,27671.0,26465.0,1207.0,4.56,FY2020/21
Darling Downs,2020,Q3,Equipment Hire,21947.0,20503.0,1444.0,7.04,FY2020/21
Darling Downs,2020,Q3,Research Grants,56562.0,58880.0,-2318.0,-3.94,FY2020/21
Darling Downs,2020,Q3,Other Commercial,13355.0,13756.0,-401.0,-2.91,FY2020/21
Darling Downs,2020,Q4,Car Parking,138411.0,151040.0,-12629.0,-8.36,FY2020/21
Darling Downs,2020,Q4,Cafeteria & Food Services,65315.0,62022.0,3293.0,5.31,FY2020/21
Darling Downs,2020,Q4,Private Patient Fees,286209.0,310945.0,-24736.0,-7.96,FY2020/21
Darling Downs,2020,Q4,Pharmacy Retail,93703.0,98684.0,-4981.0,-5.05,FY2020/21
Darling Downs,2020,Q4,Medical Imaging (Private),60200.0,60367.0,-167.0,-0.28,FY2020/21
Darling Downs,2020,Q4,Accommodation Fees,27753.0,25984.0,1769.0,6.81,FY2020/21
Darling Downs,2020,Q4,Equipment Hire,23905.0,22160.0,1745.0,7.87,FY2020/21
Darling Downs,2020,Q4,Research Grants,51521.0,56041.0,-4519.0,-8.06,FY2020/21
Darling Downs,2020,Q4,Other Commercial,13714.0,15025.0,-1311.0,-8.73,FY2020/21
Darling Downs,2021,Q1,Car Parking,180309.0,182315.0,-2006.0,-1.1,FY2021/22
Darling Downs,2021,Q1,Cafeteria & Food Services,82460.0,79427.0,3033.0,3.82,FY2021/22
Darling Downs,2021,Q1,Private Patient Fees,307741.0,296005.0,11736.0,3.96,FY2021/22
Darling Downs,2021,Q1,Pharmacy Retail,101801.0,111416.0,-9615.0,-8.63,FY2021/22
Darling Downs,2021,Q1,Medical Imaging (Private),73889.0,77337.0,-3448.0,-4.46,FY2021/22
Darling Downs,2021,Q1,Accommodation Fees,31525.0,32131.0,-606.0,-1.89,FY2021/22
Darling Downs,2021,Q1,Equipment Hire,29546.0,28293.0,1253.0,4.43,FY2021/22
Darling Downs,2021,Q1,Research Grants,57953.0,59711.0,-1758.0,-2.94,FY2021/22
Darling Downs,2021,Q1,Other Commercial,18824.0,19531.0,-708.0,-3.62,FY2021/22
Darling Downs,2021,Q2,Car Parking,154198.0,146556.0,7642.0,5.21,FY2021/22
Darling Downs,2021,Q2,Cafeteria & Food Services,99347.0,107758.0,-8411.0,-7.81,FY2021/22
Darling Downs,2021,Q2,Private Patient Fees,310210.0,331689.0,-21479.0,-6.48,FY2021/22
Darling Downs,2021,Q2,Pharmacy Retail,106229.0,104623.0,1606.0,1.54,FY2021/22
Darling Downs,2021,Q2,Medical Imaging (Private),73955.0,72866.0,1089.0,1.49,FY2021/22
Darling Downs,2021,Q2,Accommodation Fees,36141.0,32690.0,3451.0,10.56,FY2021/22
Darling Downs,2021,Q2,Equipment Hire,26504.0,27996.0,-1491.0,-5.33,FY2021/22
Darling Downs,2021,Q2,Research Grants,65393.0,67160.0,-1768.0,-2.63,FY2021/22
Darling Downs,2021,Q2,Other Commercial,19670.0,17774.0,1896.0,10.67,FY2021/22
Darling Downs,2021,Q3,Car Parking,163395.0,172785.0,-9390.0,-5.43,FY2021/22
Darling Downs,2021,Q3,Cafeteria & Food Services,90437.0,87252.0,3185.0,3.65,FY2021/22
Darling Downs,2021,Q3,Private Patient Fees,286059.0,308232.0,-22173.0,-7.19,FY2021/22
Darling Downs,2021,Q3,Pharmacy Retail,106705.0,114774.0,-8069.0,-7.03,FY2021/22
Darling Downs,2021,Q3,Medical Imaging (Private),82255.0,85120.0,-2866.0,-3.37,FY2021/22
Darling Downs,2021,Q3,Accommodation Fees,38435.0,39659.0,-1223.0,-3.08,FY2021/22
Darling Downs,2021,Q3,Equipment Hire,26207.0,26279.0,-71.0,-0.27,FY2021/22
Darling Downs,2021,Q3,Research Grants,67243.0,65544.0,1699.0,2.59,FY2021/22
Darling Downs,2021,Q3,Other Commercial,17429.0,16020.0,1409.0,8.8,FY2021/22
Darling Downs,2021,Q4,Car Parking,177226.0,162730.0,14496.0,8.91,FY2021/22
Darling Downs,2021,Q4,Cafeteria & Food Services,92734.0,91124.0,1610.0,1.77,FY2021/22
Darling Downs,2021,Q4,Private Patient Fees,306321.0,317322.0,-11000.0,-3.47,FY2021/22
Darling Downs,2021,Q4,Pharmacy Retail,96294.0,98099.0,-1805.0,-1.84,FY2021/22
Darling Downs,2021,Q4,Medical Imaging (Private),85856.0,91491.0,-5636.0,-6.16,FY2021/22
Darling Downs,2021,Q4,Accommodation Fees,32987.0,35609.0,-2622.0,-7.36,FY2021/22
Darling Downs,2021,Q4,Equipment Hire,27871.0,30000.0,-2129.0,-7.1,FY2021/22
Darling Downs,2021,Q4,Research Grants,62463.0,62988.0,-525.0,-0.83,FY2021/22
Darling Downs,2021,Q4,Other Commercial,19711.0,21287.0,-1577.0,-7.41,FY2021/22
Darling Downs,2022,Q1,Car Parking,186009.0,177616.0,8392.0,4.72,FY2022/23
Darling Downs,2022,Q1,Cafeteria & Food Services,101957.0,99668.0,2289.0,2.3,FY2022/23
Darling Downs,2022,Q1,Private Patient Fees,347506.0,331422.0,16084.0,4.85,FY2022/23
Darling Downs,2022,Q1,Pharmacy Retail,136449.0,124711.0,11738.0,9.41,FY2022/23
Darling Downs,2022,Q1,Medical Imaging (Private),98190.0,91765.0,6425.0,7.0,FY2022/23
Darling Downs,2022,Q1,Accommodation Fees,40294.0,36761.0,3533.0,9.61,FY2022/23
Darling Downs,2022,Q1,Equipment Hire,29659.0,31251.0,-1592.0,-5.09,FY2022/23
Darling Downs,2022,Q1,Research Grants,80016.0,75560.0,4456.0,5.9,FY2022/23
Darling Downs,2022,Q1,Other Commercial,20745.0,20622.0,123.0,0.6,FY2022/23
Darling Downs,2022,Q2,Car Parking,205239.0,216027.0,-10787.0,-4.99,FY2022/23
Darling Downs,2022,Q2,Cafeteria & Food Services,104968.0,108553.0,-3585.0,-3.3,FY2022/23
Darling Downs,2022,Q2,Private Patient Fees,396772.0,357851.0,38920.0,10.88,FY2022/23
Darling Downs,2022,Q2,Pharmacy Retail,122641.0,132630.0,-9989.0,-7.53,FY2022/23
Darling Downs,2022,Q2,Medical Imaging (Private),99608.0,100461.0,-853.0,-0.85,FY2022/23
Darling Downs,2022,Q2,Accommodation Fees,42154.0,40870.0,1283.0,3.14,FY2022/23
Darling Downs,2022,Q2,Equipment Hire,31547.0,32527.0,-980.0,-3.01,FY2022/23
Darling Downs,2022,Q2,Research Grants,71813.0,74889.0,-3076.0,-4.11,FY2022/23
Darling Downs,2022,Q2,Other Commercial,22742.0,21172.0,1571.0,7.42,FY2022/23
Darling Downs,2022,Q3,Car Parking,186162.0,182737.0,3425.0,1.87,FY2022/23
Darling Downs,2022,Q3,Cafeteria & Food Services,109348.0,103878.0,5470.0,5.27,FY2022/23
Darling Downs,2022,Q3,Private Patient Fees,378568.0,407149.0,-28581.0,-7.02,FY2022/23
Darling Downs,2022,Q3,Pharmacy Retail,123101.0,133220.0,-10119.0,-7.6,FY2022/23
Darling Downs,2022,Q3,Medical Imaging (Private),105323.0,97025.0,8297.0,8.55,FY2022/23
Darling Downs,2022,Q3,Accommodation Fees,39174.0,42703.0,-3529.0,-8.26,FY2022/23
Darling Downs,2022,Q3,Equipment Hire,34845.0,32041.0,2804.0,8.75,FY2022/23
Darling Downs,2022,Q3,Research Grants,64722.0,60335.0,4387.0,7.27,FY2022/23
Darling Downs,2022,Q3,Other Commercial,23419.0,21920.0,1499.0,6.84,FY2022/23
Darling Downs,2022,Q4,Car Parking,188467.0,201600.0,-13133.0,-6.51,FY2022/23
Darling Downs,2022,Q4,Cafeteria & Food Services,92596.0,94531.0,-1935.0,-2.05,FY2022/23
Darling Downs,2022,Q4,Private Patient Fees,346641.0,371761.0,-25120.0,-6.76,FY2022/23
Darling Downs,2022,Q4,Pharmacy Retail,119042.0,123489.0,-4446.0,-3.6,FY2022/23
Darling Downs,2022,Q4,Medical Imaging (Private),98114.0,92649.0,5465.0,5.9,FY2022/23
Darling Downs,2022,Q4,Accommodation Fees,37183.0,36508.0,675.0,1.85,FY2022/23
Darling Downs,2022,Q4,Equipment Hire,29804.0,31646.0,-1842.0,-5.82,FY2022/23
Darling Downs,2022,Q4,Research Grants,78528.0,77853.0,675.0,0.87,FY2022/23
Darling Downs,2022,Q4,Other Commercial,21463.0,21911.0,-448.0,-2.04,FY2022/23
Darling Downs,2023,Q1,Car Parking,208732.0,205601.0,3131.0,1.52,FY2023/24
Darling Downs,2023,Q1,Cafeteria & Food Services,101725.0,96945.0,4780.0,4.93,FY2023/24
Darling Downs,2023,Q1,Private Patient Fees,379589.0,375728.0,3861.0,1.03,FY2023/24
Darling Downs,2023,Q1,Pharmacy Retail,127170.0,116771.0,10399.0,8.91,FY2023/24
Darling Downs,2023,Q1,Medical Imaging (Private),101845.0,96014.0,5831.0,6.07,FY2023/24
Darling Downs,2023,Q1,Accommodation Fees,39880.0,39184.0,696.0,1.78,FY2023/24
Darling Downs,2023,Q1,Equipment Hire,30149.0,30654.0,-506.0,-1.65,FY2023/24
Darling Downs,2023,Q1,Research Grants,72942.0,72197.0,745.0,1.03,FY2023/24
Darling Downs,2023,Q1,Other Commercial,21696.0,20409.0,1286.0,6.3,FY2023/24
Darling Downs,2023,Q2,Car Parking,177546.0,191055.0,-13508.0,-7.07,FY2023/24
Darling Downs,2023,Q2,Cafeteria & Food Services,105810.0,103949.0,1860.0,1.79,FY2023/24
Darling Downs,2023,Q2,Private Patient Fees,334378.0,334243.0,135.0,0.04,FY2023/24
Darling Downs,2023,Q2,Pharmacy Retail,130701.0,132240.0,-1538.0,-1.16,FY2023/24
Darling Downs,2023,Q2,Medical Imaging (Private),101576.0,95024.0,6552.0,6.9,FY2023/24
Darling Downs,2023,Q2,Accommodation Fees,40450.0,42964.0,-2514.0,-5.85,FY2023/24
Darling Downs,2023,Q2,Equipment Hire,35718.0,33117.0,2601.0,7.85,FY2023/24
Darling Downs,2023,Q2,Research Grants,75222.0,70922.0,4300.0,6.06,FY2023/24
Darling Downs,2023,Q2,Other Commercial,19234.0,18562.0,671.0,3.62,FY2023/24
Darling Downs,2023,Q3,Car Parking,176986.0,184417.0,-7431.0,-4.03,FY2023/24
Darling Downs,2023,Q3,Cafeteria & Food Services,108390.0,100669.0,7721.0,7.67,FY2023/24
Darling Downs,2023,Q3,Private Patient Fees,331996.0,352458.0,-20461.0,-5.81,FY2023/24
Darling Downs,2023,Q3,Pharmacy Retail,118997.0,121525.0,-2528.0,-2.08,FY2023/24
Darling Downs,2023,Q3,Medical Imaging (Private),92981.0,94570.0,-1590.0,-1.68,FY2023/24
Darling Downs,2023,Q3,Accommodation Fees,41105.0,37709.0,3396.0,9.01,FY2023/24
Darling Downs,2023,Q3,Equipment Hire,30111.0,28233.0,1879.0,6.65,FY2023/24
Darling Downs,2023,Q3,Research Grants,73964.0,76305.0,-2341.0,-3.07,FY2023/24
Darling Downs,2023,Q3,Other Commercial,20285.0,18305.0,1980.0,10.81,FY2023/24
Darling Downs,2023,Q4,Car Parking,194416.0,198528.0,-4112.0,-2.07,FY2023/24
Darling Downs,2023,Q4,Cafeteria & Food Services,119464.0,121602.0,-2138.0,-1.76,FY2023/24
Darling Downs,2023,Q4,Private Patient Fees,373716.0,379203.0,-5486.0,-1.45,FY2023/24
Darling Downs,2023,Q4,Pharmacy Retail,142274.0,151618.0,-9344.0,-6.16,FY2023/24
Darling Downs,2023,Q4,Medical Imaging (Private),92657.0,87788.0,4869.0,5.55,FY2023/24
Darling Downs,2023,Q4,Accommodation Fees,40558.0,40594.0,-36.0,-0.09,FY2023/24
Darling Downs,2023,Q4,Equipment Hire,34145.0,34167.0,-22.0,-0.06,FY2023/24
Darling Downs,2023,Q4,Research Grants,67457.0,70473.0,-3016.0,-4.28,FY2023/24
Darling Downs,2023,Q4,Other Commercial,23083.0,22111.0,972.0,4.4,FY2023/24
Darling Downs,2024,Q1,Car Parking,206548.0,203515.0,3032.0,1.49,FY2024/25
Darling Downs,2024,Q1,Cafeteria & Food Services,120710.0,129045.0,-8334.0,-6.46,FY2024/25
Darling Downs,2024,Q1,Private Patient Fees,388758.0,403648.0,-14890.0,-3.69,FY2024/25
Darling Downs,2024,Q1,Pharmacy Retail,144669.0,144545.0,124.0,0.09,FY2024/25
Darling Downs,2024,Q1,Medical Imaging (Private),94907.0,99722.0,-4815.0,-4.83,FY2024/25
Darling Downs,2024,Q1,Accommodation Fees,41193.0,40275.0,918.0,2.28,FY2024/25
Darling Downs,2024,Q1,Equipment Hire,36027.0,37644.0,-1617.0,-4.3,FY2024/25
Darling Downs,2024,Q1,Research Grants,75496.0,71189.0,4307.0,6.05,FY2024/25
Darling Downs,2024,Q1,Other Commercial,21317.0,20396.0,920.0,4.51,FY2024/25
Darling Downs,2024,Q2,Car Parking,183272.0,192191.0,-8919.0,-4.64,FY2024/25
Darling Downs,2024,Q2,Cafeteria & Food Services,103831.0,102879.0,952.0,0.93,FY2024/25
Darling Downs,2024,Q2,Private Patient Fees,375815.0,412049.0,-36234.0,-8.79,FY2024/25
Darling Downs,2024,Q2,Pharmacy Retail,129017.0,118179.0,10838.0,9.17,FY2024/25
Darling Downs,2024,Q2,Medical Imaging (Private),89579.0,91205.0,-1626.0,-1.78,FY2024/25
Darling Downs,2024,Q2,Accommodation Fees,45213.0,44478.0,735.0,1.65,FY2024/25
Darling Downs,2024,Q2,Equipment Hire,32578.0,29672.0,2906.0,9.8,FY2024/25
Darling Downs,2024,Q2,Research Grants,77587.0,77660.0,-74.0,-0.09,FY2024/25
Darling Downs,2024,Q2,Other Commercial,20223.0,18621.0,1602.0,8.61,FY2024/25
Darling Downs,2024,Q3,Car Parking,180767.0,166343.0,14424.0,8.67,FY2024/25
Darling Downs,2024,Q3,Cafeteria & Food Services,113307.0,106429.0,6878.0,6.46,FY2024/25
Darling Downs,2024,Q3,Private Patient Fees,363349.0,339627.0,23721.0,6.98,FY2024/25
Darling Downs,2024,Q3,Pharmacy Retail,147037.0,157465.0,-10428.0,-6.62,FY2024/25
Darling Downs,2024,Q3,Medical Imaging (Private),92933.0,89728.0,3205.0,3.57,FY2024/25
Darling Downs,2024,Q3,Accommodation Fees,41085.0,41019.0,67.0,0.16,FY2024/25
Darling Downs,2024,Q3,Equipment Hire,29301.0,30306.0,-1004.0,-3.31,FY2024/25
Darling Downs,2024,Q3,Research Grants,77710.0,83905.0,-6196.0,-7.38,FY2024/25
Darling Downs,2024,Q3,Other Commercial,20302.0,21536.0,-1235.0,-5.73,FY2024/25
Darling Downs,2024,Q4,Car Parking,212644.0,196789.0,15856.0,8.06,FY2024/25
Darling Downs,2024,Q4,Cafeteria & Food Services,107712.0,100607.0,7106.0,7.06,FY2024/25
Darling Downs,2024,Q4,Private Patient Fees,363654.0,346434.0,17219.0,4.97,FY2024/25
Darling Downs,2024,Q4,Pharmacy Retail,134268.0,131889.0,2379.0,1.8,FY2024/25
Darling Downs,2024,Q4,Medical Imaging (Private),110037.0,101814.0,8223.0,8.08,FY2024/25
Darling Downs,2024,Q4,Accommodation Fees,49180.0,46531.0,2649.0,5.69,FY2024/25
Darling Downs,2024,Q4,Equipment Hire,35289.0,34153.0,1137.0,3.33,FY2024/25
Darling Downs,2024,Q4,Research Grants,70660.0,75718.0,-5058.0,-6.68,FY2024/25
Darling Downs,2024,Q4,Other Commercial,21067.0,21736.0,-669.0,-3.08,FY2024/25
Central Queensland,2019,Q1,Car Parking,160926.0,160017.0,909.0,0.57,FY2019/20
Central Queensland,2019,Q1,Cafeteria & Food Services,87912.0,91995.0,-4083.0,-4.44,FY2019/20
Central Queensland,2019,Q1,Private Patient Fees,277528.0,286863.0,-9335.0,-3.25,FY2019/20
Central Queensland,2019,Q1,Pharmacy Retail,115631.0,105405.0,10227.0,9.7,FY2019/20
Central Queensland,2019,Q1,Medical Imaging (Private),72370.0,75505.0,-3136.0,-4.15,FY2019/20
Central Queensland,2019,Q1,Accommodation Fees,34670.0,34001.0,669.0,1.97,FY2019/20
Central Queensland,2019,Q1,Equipment Hire,24100.0,24132.0,-33.0,-0.14,FY2019/20
Central Queensland,2019,Q1,Research Grants,56079.0,55817.0,262.0,0.47,FY2019/20
Central Queensland,2019,Q1,Other Commercial,18714.0,17809.0,905.0,5.08,FY2019/20
Central Queensland,2019,Q2,Car Parking,157670.0,173185.0,-15515.0,-8.96,FY2019/20
Central Queensland,2019,Q2,Cafeteria & Food Services,91942.0,98219.0,-6277.0,-6.39,FY2019/20
Central Queensland,2019,Q2,Private Patient Fees,301706.0,317869.0,-16163.0,-5.08,FY2019/20
Central Queensland,2019,Q2,Pharmacy Retail,93955.0,86869.0,7086.0,8.16,FY2019/20
Central Queensland,2019,Q2,Medical Imaging (Private),73556.0,72114.0,1442.0,2.0,FY2019/20
Central Queensland,2019,Q2,Accommodation Fees,38121.0,36949.0,1172.0,3.17,FY2019/20
Central Queensland,2019,Q2,Equipment Hire,27380.0,28526.0,-1146.0,-4.02,FY2019/20
Central Queensland,2019,Q2,Research Grants,62874.0,61079.0,1795.0,2.94,FY2019/20
Central Queensland,2019,Q2,Other Commercial,17925.0,17360.0,565.0,3.26,FY2019/20
Central Queensland,2019,Q3,Car Parking,142581.0,156633.0,-14053.0,-8.97,FY2019/20
Central Queensland,2019,Q3,Cafeteria & Food Services,80126.0,73273.0,6853.0,9.35,FY2019/20
Central Queensland,2019,Q3,Private Patient Fees,335981.0,322665.0,13316.0,4.13,FY2019/20
Central Queensland,2019,Q3,Pharmacy Retail,109409.0,105667.0,3742.0,3.54,FY2019/20
Central Queensland,2019,Q3,Medical Imaging (Private),77137.0,73467.0,3670.0,5.0,FY2019/20
Central Queensland,2019,Q3,Accommodation Fees,33874.0,33269.0,605.0,1.82,FY2019/20
Central Queensland,2019,Q3,Equipment Hire,27797.0,27861.0,-64.0,-0.23,FY2019/20
Central Queensland,2019,Q3,Research Grants,68158.0,61913.0,6245.0,10.09,FY2019/20
Central Queensland,2019,Q3,Other Commercial,17613.0,17910.0,-297.0,-1.66,FY2019/20
Central Queensland,2019,Q4,Car Parking,174374.0,158651.0,15723.0,9.91,FY2019/20
Central Queensland,2019,Q4,Cafeteria & Food Services,89552.0,95886.0,-6334.0,-6.61,FY2019/20
Central Queensland,2019,Q4,Private Patient Fees,288923.0,310667.0,-21744.0,-7.0,FY2019/20
Central Queensland,2019,Q4,Pharmacy Retail,93411.0,97753.0,-4343.0,-4.44,FY2019/20
Central Queensland,2019,Q4,Medical Imaging (Private),87433.0,90181.0,-2749.0,-3.05,FY2019/20
Central Queensland,2019,Q4,Accommodation Fees,34685.0,31528.0,3157.0,10.01,FY2019/20
Central Queensland,2019,Q4,Equipment Hire,29062.0,28889.0,173.0,0.6,FY2019/20
Central Queensland,2019,Q4,Research Grants,54637.0,56711.0,-2074.0,-3.66,FY2019/20
Central Queensland,2019,Q4,Other Commercial,17523.0,16207.0,1317.0,8.12,FY2019/20
Central Queensland,2020,Q1,Car Parking,113973.0,104046.0,9927.0,9.54,FY2020/21
Central Queensland,2020,Q1,Cafeteria & Food Services,69192.0,70881.0,-1689.0,-2.38,FY2020/21
Central Queensland,2020,Q1,Private Patient Fees,238258.0,253368.0,-15110.0,-5.96,FY2020/21
Central Queensland,2020,Q1,Pharmacy Retail,88644.0,90694.0,-2050.0,-2.26,FY2020/21
Central Queensland,2020,Q1,Medical Imaging (Private),54027.0,56137.0,-2110.0,-3.76,FY2020/21
Central Queensland,2020,Q1,Accommodation Fees,26657.0,27006.0,-350.0,-1.29,FY2020/21
Central Queensland,2020,Q1,Equipment Hire,21124.0,20491.0,633.0,3.09,FY2020/21
Central Queensland,2020,Q1,Research Grants,52350.0,48517.0,3832.0,7.9,FY2020/21
Central Queensland,2020,Q1,Other Commercial,14156.0,12752.0,1403.0,11.0,FY2020/21
Central Queensland,2020,Q2,Car Parking,134835.0,124385.0,10450.0,8.4,FY2020/21
Central Queensland,2020,Q2,Cafeteria & Food Services,61370.0,59321.0,2050.0,3.46,FY2020/21
Central Queensland,2020,Q2,Private Patient Fees,230710.0,217527.0,13183.0,6.06,FY2020/21
Central Queensland,2020,Q2,Pharmacy Retail,83243.0,82292.0,950.0,1.15,FY2020/21
Central Queensland,2020,Q2,Medical Imaging (Private),54342.0,52382.0,1960.0,3.74,FY2020/21
Central Queensland,2020,Q2,Accommodation Fees,29218.0,30326.0,-1109.0,-3.66,FY2020/21
Central Queensland,2020,Q2,Equipment Hire,21495.0,22346.0,-852.0,-3.81,FY2020/21
Central Queensland,2020,Q2,Research Grants,45427.0,41790.0,3637.0,8.7,FY2020/21
Central Queensland,2020,Q2,Other Commercial,12854.0,13706.0,-853.0,-6.22,FY2020/21
Central Queensland,2020,Q3,Car Parking,136474.0,136306.0,168.0,0.12,FY2020/21
Central Queensland,2020,Q3,Cafeteria & Food Services,59981.0,55663.0,4318.0,7.76,FY2020/21
Central Queensland,2020,Q3,Private Patient Fees,227770.0,231350.0,-3580.0,-1.55,FY2020/21
Central Queensland,2020,Q3,Pharmacy Retail,73257.0,79753.0,-6496.0,-8.14,FY2020/21
Central Queensland,2020,Q3,Medical Imaging (Private),59201.0,64086.0,-4885.0,-7.62,FY2020/21
Central Queensland,2020,Q3,Accommodation Fees,29023.0,30505.0,-1483.0,-4.86,FY2020/21
Central Queensland,2020,Q3,Equipment Hire,20916.0,21447.0,-530.0,-2.47,FY2020/21
Central Queensland,2020,Q3,Research Grants,49162.0,50428.0,-1266.0,-2.51,FY2020/21
Central Queensland,2020,Q3,Other Commercial,13771.0,15111.0,-1340.0,-8.87,FY2020/21
Central Queensland,2020,Q4,Car Parking,129186.0,136341.0,-7156.0,-5.25,FY2020/21
Central Queensland,2020,Q4,Cafeteria & Food Services,74057.0,69845.0,4212.0,6.03,FY2020/21
Central Queensland,2020,Q4,Private Patient Fees,214164.0,213431.0,733.0,0.34,FY2020/21
Central Queensland,2020,Q4,Pharmacy Retail,81852.0,87240.0,-5389.0,-6.18,FY2020/21
Central Queensland,2020,Q4,Medical Imaging (Private),60357.0,61212.0,-855.0,-1.4,FY2020/21
Central Queensland,2020,Q4,Accommodation Fees,27369.0,24841.0,2528.0,10.18,FY2020/21
Central Queensland,2020,Q4,Equipment Hire,20958.0,22333.0,-1375.0,-6.16,FY2020/21
Central Queensland,2020,Q4,Research Grants,43674.0,44498.0,-824.0,-1.85,FY2020/21
Central Queensland,2020,Q4,Other Commercial,13901.0,12968.0,934.0,7.2,FY2020/21
Central Queensland,2021,Q1,Car Parking,134403.0,147307.0,-12904.0,-8.76,FY2021/22
Central Queensland,2021,Q1,Cafeteria & Food Services,79993.0,75632.0,4361.0,5.77,FY2021/22
Central Queensland,2021,Q1,Private Patient Fees,264639.0,273510.0,-8871.0,-3.24,FY2021/22
Central Queensland,2021,Q1,Pharmacy Retail,101091.0,103993.0,-2902.0,-2.79,FY2021/22
Central Queensland,2021,Q1,Medical Imaging (Private),66573.0,71813.0,-5240.0,-7.3,FY2021/22
Central Queensland,2021,Q1,Accommodation Fees,31962.0,30769.0,1193.0,3.88,FY2021/22
Central Queensland,2021,Q1,Equipment Hire,24403.0,23867.0,537.0,2.25,FY2021/22
Central Queensland,2021,Q1,Research Grants,62474.0,67838.0,-5364.0,-7.91,FY2021/22
Central Queensland,2021,Q1,Other Commercial,15643.0,16781.0,-1139.0,-6.78,FY2021/22
Central Queensland,2021,Q2,Car Parking,157739.0,171330.0,-13591.0,-7.93,FY2021/22
Central Queensland,2021,Q2,Cafeteria & Food Services,77077.0,78264.0,-1186.0,-1.52,FY2021/22
Central Queensland,2021,Q2,Private Patient Fees,271757.0,289372.0,-17615.0,-6.09,FY2021/22
Central Queensland,2021,Q2,Pharmacy Retail,86809.0,87934.0,-1125.0,-1.28,FY2021/22
Central Queensland,2021,Q2,Medical Imaging (Private),71027.0,68508.0,2519.0,3.68,FY2021/22
Central Queensland,2021,Q2,Accommodation Fees,33976.0,36365.0,-2388.0,-6.57,FY2021/22
Central Queensland,2021,Q2,Equipment Hire,25271.0,27056.0,-1785.0,-6.6,FY2021/22
Central Queensland,2021,Q2,Research Grants,54214.0,54426.0,-211.0,-0.39,FY2021/22
Central Queensland,2021,Q2,Other Commercial,16222.0,14638.0,1584.0,10.82,FY2021/22
Central Queensland,2021,Q3,Car Parking,149770.0,154608.0,-4838.0,-3.13,FY2021/22
Central Queensland,2021,Q3,Cafeteria & Food Services,83897.0,87862.0,-3965.0,-4.51,FY2021/22
Central Queensland,2021,Q3,Private Patient Fees,292221.0,266900.0,25321.0,9.49,FY2021/22
Central Queensland,2021,Q3,Pharmacy Retail,89436.0,91162.0,-1726.0,-1.89,FY2021/22
Central Queensland,2021,Q3,Medical Imaging (Private),69888.0,64012.0,5876.0,9.18,FY2021/22
Central Queensland,2021,Q3,Accommodation Fees,32280.0,32631.0,-351.0,-1.07,FY2021/22
Central Queensland,2021,Q3,Equipment Hire,23614.0,24655.0,-1041.0,-4.22,FY2021/22
Central Queensland,2021,Q3,Research Grants,59443.0,57456.0,1988.0,3.46,FY2021/22
Central Queensland,2021,Q3,Other Commercial,17422.0,17940.0,-518.0,-2.89,FY2021/22
Central Queensland,2021,Q4,Car Parking,152630.0,154260.0,-1631.0,-1.06,FY2021/22
Central Queensland,2021,Q4,Cafeteria & Food Services,72460.0,75308.0,-2848.0,-3.78,FY2021/22
Central Queensland,2021,Q4,Private Patient Fees,278755.0,303431.0,-24676.0,-8.13,FY2021/22
Central Queensland,2021,Q4,Pharmacy Retail,106021.0,107881.0,-1859.0,-1.72,FY2021/22
Central Queensland,2021,Q4,Medical Imaging (Private),69484.0,65366.0,4117.0,6.3,FY2021/22
Central Queensland,2021,Q4,Accommodation Fees,31577.0,31429.0,148.0,0.47,FY2021/22
Central Queensland,2021,Q4,Equipment Hire,23421.0,23491.0,-70.0,-0.3,FY2021/22
Central Queensland,2021,Q4,Research Grants,52846.0,57895.0,-5049.0,-8.72,FY2021/22
Central Queensland,2021,Q4,Other Commercial,14872.0,16157.0,-1285.0,-7.95,FY2021/22
Central Queensland,2022,Q1,Car Parking,189794.0,190756.0,-963.0,-0.5,FY2022/23
Central Queensland,2022,Q1,Cafeteria & Food Services,101098.0,99805.0,1293.0,1.3,FY2022/23
Central Queensland,2022,Q1,Private Patient Fees,346197.0,335159.0,11038.0,3.29,FY2022/23
Central Queensland,2022,Q1,Pharmacy Retail,109611.0,111326.0,-1715.0,-1.54,FY2022/23
Central Queensland,2022,Q1,Medical Imaging (Private),86289.0,87662.0,-1373.0,-1.57,FY2022/23
Central Queensland,2022,Q1,Accommodation Fees,36404.0,35435.0,969.0,2.73,FY2022/23
Central Queensland,2022,Q1,Equipment Hire,25902.0,23583.0,2319.0,9.84,FY2022/23
Central Queensland,2022,Q1,Research Grants,63171.0,57792.0,5379.0,9.31,FY2022/23
Central Queensland,2022,Q1,Other Commercial,17360.0,18446.0,-1086.0,-5.89,FY2022/23
Central Queensland,2022,Q2,Car Parking,153548.0,158429.0,-4881.0,-3.08,FY2022/23
Central Queensland,2022,Q2,Cafeteria & Food Services,90684.0,97423.0,-6739.0,-6.92,FY2022/23
Central Queensland,2022,Q2,Private Patient Fees,334511.0,321503.0,13007.0,4.05,FY2022/23
Central Queensland,2022,Q2,Pharmacy Retail,115591.0,112862.0,2729.0,2.42,FY2022/23
