HHS,Year,Quarter,Care_Type,NWA_Units,NWA_Price,ABF_Funded_Amt,Actual_Cost,Variance,Variance_Pct,FY
Darling Downs,2021,Q4,Admitted Subacute,2716.6,5234,14218774.0,14315298.0,-96524.0,-0.68,FY2021/22
Darling Downs,2021,Q4,Emergency Department,6756.7,5234,35364755.0,36028539.0,-663784.0,-1.88,FY2021/22
Darling Downs,2021,Q4,Outpatient,4961.7,5234,25969566.0,28131251.0,-2161685.0,-8.32,FY2021/22
Darling Downs,2021,Q4,Mental Health,2001.7,5234,10476639.0,10723578.0,-246938.0,-2.36,FY2021/22
Darling Downs,2021,Q4,Maternity,1219.5,5234,6383085.0,6424687.0,-41602.0,-0.65,FY2021/22
Darling Downs,2022,Q1,Admitted Acute,11984.8,5389,64586048.0,65462260.0,-876212.0,-1.36,FY2022/23
Darling Downs,2022,Q1,Admitted Subacute,3108.9,5389,16753872.0,17743940.0,-990068.0,-5.91,FY2022/23
Darling Downs,2022,Q1,Emergency Department,7289.7,5389,39283995.0,41542352.0,-2258357.0,-5.75,FY2022/23
Darling Downs,2022,Q1,Outpatient,5525.4,5389,29776509.0,30405293.0,-628783.0,-2.11,FY2022/23
Darling Downs,2022,Q1,Mental Health,2348.1,5389,12654124.0,12239491.0,414633.0,3.28,FY2022/23
Darling Downs,2022,Q1,Maternity,1244.1,5389,6704718.0,6684431.0,20287.0,0.3,FY2022/23
Darling Downs,2022,Q2,Admitted Acute,12759.7,5389,68761954.0,76783908.0,-8021954.0,-11.67,FY2022/23
Darling Downs,2022,Q2,Admitted Subacute,2701.6,5389,14559182.0,15115040.0,-555857.0,-3.82,FY2022/23
Darling Downs,2022,Q2,Emergency Department,6731.0,5389,36273439.0,40445429.0,-4171990.0,-11.5,FY2022/23
Darling Downs,2022,Q2,Outpatient,5445.8,5389,29347612.0,29893835.0,-546223.0,-1.86,FY2022/23
Darling Downs,2022,Q2,Mental Health,2343.4,5389,12628712.0,13509871.0,-881159.0,-6.98,FY2022/23
Darling Downs,2022,Q2,Maternity,1274.1,5389,6865862.0,6927031.0,-61169.0,-0.89,FY2022/23
Darling Downs,2022,Q3,Admitted Acute,12688.7,5389,68379253.0,68032363.0,346890.0,0.51,FY2022/23
Darling Downs,2022,Q3,Admitted Subacute,2765.7,5389,14904124.0,15382795.0,-478672.0,-3.21,FY2022/23
Darling Downs,2022,Q3,Emergency Department,6832.2,5389,36818939.0,36777278.0,41661.0,0.11,FY2022/23
Darling Downs,2022,Q3,Outpatient,5950.6,5389,32067757.0,35744368.0,-3676611.0,-11.47,FY2022/23
Darling Downs,2022,Q3,Mental Health,2294.9,5389,12367398.0,11910874.0,456524.0,3.69,FY2022/23
Darling Downs,2022,Q3,Maternity,1202.4,5389,6479736.0,7203794.0,-724058.0,-11.17,FY2022/23
Darling Downs,2022,Q4,Admitted Acute,12481.6,5389,67263387.0,64952983.0,2310404.0,3.43,FY2022/23
Darling Downs,2022,Q4,Admitted Subacute,2948.5,5389,15889447.0,16779578.0,-890131.0,-5.6,FY2022/23
Darling Downs,2022,Q4,Emergency Department,7263.6,5389,39143447.0,38965671.0,177776.0,0.45,FY2022/23
Darling Downs,2022,Q4,Outpatient,5354.6,5389,28856127.0,32147244.0,-3291117.0,-11.41,FY2022/23
Darling Downs,2022,Q4,Mental Health,2167.5,5389,11680779.0,12439148.0,-758368.0,-6.49,FY2022/23
Darling Downs,2022,Q4,Maternity,1332.6,5389,7181642.0,7567305.0,-385663.0,-5.37,FY2022/23
Darling Downs,2023,Q1,Admitted Acute,12804.9,5512,70580391.0,70304165.0,276226.0,0.39,FY2023/24
Darling Downs,2023,Q1,Admitted Subacute,3016.4,5512,16626463.0,18243158.0,-1616695.0,-9.72,FY2023/24
Darling Downs,2023,Q1,Emergency Department,7778.9,5512,42877440.0,41505532.0,1371907.0,3.2,FY2023/24
Darling Downs,2023,Q1,Outpatient,5611.9,5512,30933064.0,34354420.0,-3421357.0,-11.06,FY2023/24
Darling Downs,2023,Q1,Mental Health,2397.4,5512,13214598.0,14537497.0,-1322900.0,-10.01,FY2023/24
Darling Downs,2023,Q1,Maternity,1257.2,5512,6929664.0,7275383.0,-345718.0,-4.99,FY2023/24
Darling Downs,2023,Q2,Admitted Acute,13624.8,5512,75099935.0,80027919.0,-4927984.0,-6.56,FY2023/24
Darling Downs,2023,Q2,Admitted Subacute,2926.4,5512,16130062.0,15365773.0,764289.0,4.74,FY2023/24
Darling Downs,2023,Q2,Emergency Department,7356.3,5512,40548074.0,40265343.0,282731.0,0.7,FY2023/24
Darling Downs,2023,Q2,Outpatient,5892.7,5512,32480682.0,36144138.0,-3663456.0,-11.28,FY2023/24
Darling Downs,2023,Q2,Mental Health,2272.7,5512,12527031.0,13689117.0,-1162086.0,-9.28,FY2023/24
Darling Downs,2023,Q2,Maternity,1254.2,5512,6913259.0,7357908.0,-444649.0,-6.43,FY2023/24
Darling Downs,2023,Q3,Admitted Acute,14207.4,5512,78311402.0,75752329.0,2559074.0,3.27,FY2023/24
Darling Downs,2023,Q3,Admitted Subacute,2736.4,5512,15082781.0,15440380.0,-357599.0,-2.37,FY2023/24
Darling Downs,2023,Q3,Emergency Department,6786.8,5512,37408807.0,40297715.0,-2888908.0,-7.72,FY2023/24
Darling Downs,2023,Q3,Outpatient,6334.0,5512,34912937.0,35743291.0,-830354.0,-2.38,FY2023/24
Darling Downs,2023,Q3,Mental Health,2220.8,5512,12241159.0,12533093.0,-291934.0,-2.38,FY2023/24
Darling Downs,2023,Q3,Maternity,1367.2,5512,7535963.0,7170765.0,365199.0,4.85,FY2023/24
Darling Downs,2023,Q4,Admitted Acute,13388.9,5512,73799765.0,77804109.0,-4004345.0,-5.43,FY2023/24
Darling Downs,2023,Q4,Admitted Subacute,3035.4,5512,16731287.0,16583111.0,148176.0,0.89,FY2023/24
Darling Downs,2023,Q4,Emergency Department,7508.6,5512,41387644.0,39961283.0,1426361.0,3.45,FY2023/24
Darling Downs,2023,Q4,Outpatient,5654.2,5512,31165876.0,34256593.0,-3090717.0,-9.92,FY2023/24
Darling Downs,2023,Q4,Mental Health,2398.2,5512,13219055.0,12588992.0,630063.0,4.77,FY2023/24
Darling Downs,2023,Q4,Maternity,1266.9,5512,6982916.0,6888291.0,94625.0,1.36,FY2023/24
Darling Downs,2024,Q1,Admitted Acute,13004.9,5678,73842059.0,73257611.0,584448.0,0.79,FY2024/25
Darling Downs,2024,Q1,Admitted Subacute,2824.9,5678,16039713.0,16489144.0,-449431.0,-2.8,FY2024/25
Darling Downs,2024,Q1,Emergency Department,7701.5,5678,43729045.0,46052999.0,-2323954.0,-5.31,FY2024/25
Darling Downs,2024,Q1,Outpatient,6243.0,5678,35447932.0,34164552.0,1283380.0,3.62,FY2024/25
Darling Downs,2024,Q1,Mental Health,2533.2,5678,14383302.0,15714385.0,-1331083.0,-9.25,FY2024/25
Darling Downs,2024,Q1,Maternity,1415.9,5678,8039477.0,8762285.0,-722807.0,-8.99,FY2024/25
Darling Downs,2024,Q2,Admitted Acute,14434.7,5678,81959969.0,85445167.0,-3485198.0,-4.25,FY2024/25
Darling Downs,2024,Q2,Admitted Subacute,2891.8,5678,16419851.0,17320532.0,-900682.0,-5.49,FY2024/25
Darling Downs,2024,Q2,Emergency Department,7713.5,5678,43797498.0,47101843.0,-3304344.0,-7.54,FY2024/25
Darling Downs,2024,Q2,Outpatient,6095.8,5678,34612228.0,33284433.0,1327795.0,3.84,FY2024/25
Darling Downs,2024,Q2,Mental Health,2313.8,5678,13137647.0,14537205.0,-1399558.0,-10.65,FY2024/25
Darling Downs,2024,Q2,Maternity,1368.2,5678,7768872.0,8091408.0,-322536.0,-4.15,FY2024/25
Darling Downs,2024,Q3,Admitted Acute,13000.7,5678,73818109.0,74750898.0,-932789.0,-1.26,FY2024/25
Darling Downs,2024,Q3,Admitted Subacute,3229.6,5678,18337886.0,19498650.0,-1160765.0,-6.33,FY2024/25
Darling Downs,2024,Q3,Emergency Department,7766.4,5678,44097709.0,45298874.0,-1201165.0,-2.72,FY2024/25
Darling Downs,2024,Q3,Outpatient,6201.6,5678,35212686.0,34938915.0,273771.0,0.78,FY2024/25
Darling Downs,2024,Q3,Mental Health,2440.2,5678,13855252.0,14169659.0,-314407.0,-2.27,FY2024/25
Darling Downs,2024,Q3,Maternity,1337.6,5678,7594835.0,8053448.0,-458613.0,-6.04,FY2024/25
Darling Downs,2024,Q4,Admitted Acute,14442.4,5678,82003755.0,78795857.0,3207898.0,3.91,FY2024/25
Darling Downs,2024,Q4,Admitted Subacute,3195.3,5678,18143057.0,18137707.0,5350.0,0.03,FY2024/25
Darling Downs,2024,Q4,Emergency Department,7358.4,5678,41780861.0,39847462.0,1933398.0,4.63,FY2024/25
Darling Downs,2024,Q4,Outpatient,5881.6,5678,33395820.0,34579612.0,-1183792.0,-3.54,FY2024/25
Darling Downs,2024,Q4,Mental Health,2194.7,5678,12461703.0,12878999.0,-417296.0,-3.35,FY2024/25
Darling Downs,2024,Q4,Maternity,1442.3,5678,8189129.0,7926396.0,262733.0,3.21,FY2024/25
Central Queensland,2019,Q1,Admitted Acute,11465.4,5012,57464663.0,58593504.0,-1128840.0,-1.96,FY2019/20
Central Queensland,2019,Q1,Admitted Subacute,2536.4,5012,12712681.0,12639459.0,73222.0,0.58,FY2019/20
Central Queensland,2019,Q1,Emergency Department,5720.4,5012,28670587.0,28019153.0,651435.0,2.27,FY2019/20
Central Queensland,2019,Q1,Outpatient,4609.8,5012,23104466.0,22678418.0,426048.0,1.84,FY2019/20
Central Queensland,2019,Q1,Mental Health,1975.6,5012,9901605.0,10890650.0,-989046.0,-9.99,FY2019/20
Central Queensland,2019,Q1,Maternity,1155.3,5012,5790294.0,6175191.0,-384897.0,-6.65,FY2019/20
Central Queensland,2019,Q2,Admitted Acute,10314.4,5012,51695573.0,51652245.0,43328.0,0.08,FY2019/20
Central Queensland,2019,Q2,Admitted Subacute,2399.7,5012,12027214.0,11936922.0,90292.0,0.75,FY2019/20
Central Queensland,2019,Q2,Emergency Department,6064.5,5012,30395402.0,31642955.0,-1247553.0,-4.1,FY2019/20
Central Queensland,2019,Q2,Outpatient,4836.7,5012,24241308.0,24487216.0,-245908.0,-1.01,FY2019/20
Central Queensland,2019,Q2,Mental Health,2026.2,5012,10155290.0,11010160.0,-854870.0,-8.42,FY2019/20
Central Queensland,2019,Q2,Maternity,1066.2,5012,5343654.0,5906577.0,-562922.0,-10.53,FY2019/20
Central Queensland,2019,Q3,Admitted Acute,11797.0,5012,59126336.0,59454264.0,-327928.0,-0.55,FY2019/20
Central Queensland,2019,Q3,Admitted Subacute,2417.4,5012,12115770.0,12551426.0,-435656.0,-3.6,FY2019/20
Central Queensland,2019,Q3,Emergency Department,6477.0,5012,32462749.0,35675727.0,-3212978.0,-9.9,FY2019/20
Central Queensland,2019,Q3,Outpatient,4635.2,5012,23231792.0,23621255.0,-389463.0,-1.68,FY2019/20
Central Queensland,2019,Q3,Mental Health,1941.4,5012,9730489.0,10076238.0,-345749.0,-3.55,FY2019/20
Central Queensland,2019,Q3,Maternity,1046.1,5012,5243153.0,5746490.0,-503337.0,-9.6,FY2019/20
Central Queensland,2019,Q4,Admitted Acute,11311.4,5012,56692816.0,61933751.0,-5240935.0,-9.24,FY2019/20
Central Queensland,2019,Q4,Admitted Subacute,2617.1,5012,13116758.0,14129641.0,-1012883.0,-7.72,FY2019/20
Central Queensland,2019,Q4,Emergency Department,5991.2,5012,30027673.0,31642950.0,-1615277.0,-5.38,FY2019/20
Central Queensland,2019,Q4,Outpatient,4681.0,5012,23461219.0,24974930.0,-1513711.0,-6.45,FY2019/20
Central Queensland,2019,Q4,Mental Health,1826.2,5012,9152965.0,9775105.0,-622140.0,-6.8,FY2019/20
Central Queensland,2019,Q4,Maternity,1052.4,5012,5274675.0,5116349.0,158326.0,3.0,FY2019/20
Central Queensland,2020,Q1,Admitted Acute,9390.6,5127,48145772.0,45754789.0,2390983.0,4.97,FY2020/21
Central Queensland,2020,Q1,Admitted Subacute,2310.6,5127,11846354.0,12729004.0,-882650.0,-7.45,FY2020/21
Central Queensland,2020,Q1,Emergency Department,5470.1,5127,28045402.0,27412464.0,632938.0,2.26,FY2020/21
Central Queensland,2020,Q1,Outpatient,4167.4,5127,21366249.0,20367418.0,998831.0,4.67,FY2020/21
Central Queensland,2020,Q1,Mental Health,1643.5,5127,8426171.0,9280967.0,-854797.0,-10.14,FY2020/21
Central Queensland,2020,Q1,Maternity,951.2,5127,4876641.0,4926510.0,-49869.0,-1.02,FY2020/21
Central Queensland,2020,Q2,Admitted Acute,9295.5,5127,47657916.0,47076557.0,581359.0,1.22,FY2020/21
Central Queensland,2020,Q2,Admitted Subacute,2239.3,5127,11480978.0,12093120.0,-612142.0,-5.33,FY2020/21
Central Queensland,2020,Q2,Emergency Department,5234.8,5127,26838604.0,25760080.0,1078524.0,4.02,FY2020/21
Central Queensland,2020,Q2,Outpatient,4387.1,5127,22492434.0,22263339.0,229095.0,1.02,FY2020/21
Central Queensland,2020,Q2,Mental Health,1658.4,5127,8502810.0,9465129.0,-962320.0,-11.32,FY2020/21
Central Queensland,2020,Q2,Maternity,1010.7,5127,5181669.0,5413131.0,-231462.0,-4.47,FY2020/21
Central Queensland,2020,Q3,Admitted Acute,9788.3,5127,50184569.0,51334827.0,-1150257.0,-2.29,FY2020/21
Central Queensland,2020,Q3,Admitted Subacute,2247.1,5127,11520681.0,12308616.0,-787935.0,-6.84,FY2020/21
Central Queensland,2020,Q3,Emergency Department,5633.6,5127,28883473.0,28282349.0,601124.0,2.08,FY2020/21
Central Queensland,2020,Q3,Outpatient,4465.0,5127,22891955.0,23350547.0,-458592.0,-2.0,FY2020/21
Central Queensland,2020,Q3,Mental Health,1839.3,5127,9430031.0,9970761.0,-540729.0,-5.73,FY2020/21
Central Queensland,2020,Q3,Maternity,997.4,5127,5113465.0,4958103.0,155362.0,3.04,FY2020/21
Central Queensland,2020,Q4,Admitted Acute,10089.7,5127,51729903.0,50174109.0,1555794.0,3.01,FY2020/21
Central Queensland,2020,Q4,Admitted Subacute,2174.3,5127,11147644.0,10860961.0,286682.0,2.57,FY2020/21
Central Queensland,2020,Q4,Emergency Department,5624.8,5127,28838382.0,28407620.0,430763.0,1.49,FY2020/21
Central Queensland,2020,Q4,Outpatient,4387.6,5127,22495461.0,24795953.0,-2300492.0,-10.23,FY2020/21
Central Queensland,2020,Q4,Mental Health,1654.2,5127,8481106.0,8789198.0,-308092.0,-3.63,FY2020/21
Central Queensland,2020,Q4,Maternity,979.4,5127,5021303.0,4785709.0,235594.0,4.69,FY2020/21
Central Queensland,2021,Q1,Admitted Acute,11365.6,5234,59487320.0,57211204.0,2276115.0,3.83,FY2021/22
Central Queensland,2021,Q1,Admitted Subacute,2432.8,5234,12733079.0,13310082.0,-577003.0,-4.53,FY2021/22
Central Queensland,2021,Q1,Emergency Department,6094.1,5234,31896261.0,34035460.0,-2139199.0,-6.71,FY2021/22
Central Queensland,2021,Q1,Outpatient,4692.8,5234,24562021.0,23375587.0,1186434.0,4.83,FY2021/22
Central Queensland,2021,Q1,Mental Health,1967.9,5234,10299994.0,10722928.0,-422934.0,-4.11,FY2021/22
Central Queensland,2021,Q1,Maternity,1144.1,5234,5988155.0,6524909.0,-536754.0,-8.96,FY2021/22
Central Queensland,2021,Q2,Admitted Acute,11453.4,5234,59947089.0,61893337.0,-1946248.0,-3.25,FY2021/22
Central Queensland,2021,Q2,Admitted Subacute,2377.8,5234,12445396.0,13497840.0,-1052444.0,-8.46,FY2021/22
Central Queensland,2021,Q2,Emergency Department,5924.8,5234,31010485.0,30427028.0,583457.0,1.88,FY2021/22
Central Queensland,2021,Q2,Outpatient,5163.1,5234,27023847.0,29727182.0,-2703335.0,-10.0,FY2021/22
Central Queensland,2021,Q2,Mental Health,1889.7,5234,9890864.0,9523606.0,367258.0,3.71,FY2021/22
Central Queensland,2021,Q2,Maternity,1066.2,5234,5580564.0,6063849.0,-483285.0,-8.66,FY2021/22
Central Queensland,2021,Q3,Admitted Acute,11554.9,5234,60478502.0,59546550.0,931952.0,1.54,FY2021/22
Central Queensland,2021,Q3,Admitted Subacute,2273.6,5234,11899896.0,13079765.0,-1179870.0,-9.91,FY2021/22
Central Queensland,2021,Q3,Emergency Department,5865.7,5234,30700999.0,31993492.0,-1292493.0,-4.21,FY2021/22
Central Queensland,2021,Q3,Outpatient,5251.5,5234,27486555.0,26423265.0,1063290.0,3.87,FY2021/22
Central Queensland,2021,Q3,Mental Health,1945.1,5234,10180460.0,9799690.0,380770.0,3.74,FY2021/22
Central Queensland,2021,Q3,Maternity,1064.1,5234,5569329.0,6051903.0,-482574.0,-8.66,FY2021/22
Central Queensland,2021,Q4,Admitted Acute,10741.4,5234,56220662.0,62940212.0,-6719550.0,-11.95,FY2021/22
Central Queensland,2021,Q4,Admitted Subacute,2465.9,5234,12906565.0,12965904.0,-59339.0,-0.46,FY2021/22
Central Queensland,2021,Q4,Emergency Department,5703.9,5234,29854421.0,30140680.0,-286259.0,-0.96,FY2021/22
Central Queensland,2021,Q4,Outpatient,4786.0,5234,25049970.0,24090088.0,959882.0,3.83,FY2021/22
Central Queensland,2021,Q4,Mental Health,1860.3,5234,9736947.0,10018545.0,-281598.0,-2.89,FY2021/22
Central Queensland,2021,Q4,Maternity,1124.4,5234,5885069.0,6247848.0,-362779.0,-6.16,FY2021/22
Central Queensland,2022,Q1,Admitted Acute,12220.0,5389,65853497.0,62654454.0,3199043.0,4.86,FY2022/23
Central Queensland,2022,Q1,Admitted Subacute,2540.4,5389,13690410.0,14545873.0,-855463.0,-6.25,FY2022/23
Central Queensland,2022,Q1,Emergency Department,6487.1,5389,34958924.0,33242556.0,1716368.0,4.91,FY2022/23
Central Queensland,2022,Q1,Outpatient,5580.5,5389,30073297.0,32520590.0,-2447294.0,-8.14,FY2022/23
Central Queensland,2022,Q1,Mental Health,2085.4,5389,11238256.0,10803322.0,434934.0,3.87,FY2022/23
Central Queensland,2022,Q1,Maternity,1232.9,5389,6644231.0,6971335.0,-327104.0,-4.92,FY2022/23
Central Queensland,2022,Q2,Admitted Acute,12358.5,5389,66599786.0,71781048.0,-5181263.0,-7.78,FY2022/23
Central Queensland,2022,Q2,Admitted Subacute,2789.6,5389,15033224.0,15605409.0,-572185.0,-3.81,FY2022/23
Central Queensland,2022,Q2,Emergency Department,6129.5,5389,33031723.0,35148950.0,-2117227.0,-6.41,FY2022/23
Central Queensland,2022,Q2,Outpatient,5423.8,5389,29228973.0,31455726.0,-2226752.0,-7.62,FY2022/23
Central Queensland,2022,Q2,Mental Health,1960.1,5389,10562831.0,10384803.0,178028.0,1.69,FY2022/23
Central Queensland,2022,Q2,Maternity,1256.4,5389,6770554.0,7295246.0,-524692.0,-7.75,FY2022/23
Central Queensland,2022,Q3,Admitted Acute,12597.4,5389,67887218.0,73249059.0,-5361841.0,-7.9,FY2022/23
Central Queensland,2022,Q3,Admitted Subacute,2702.0,5389,14560992.0,15452162.0,-891170.0,-6.12,FY2022/23
Central Queensland,2022,Q3,Emergency Department,6908.7,5389,37230858.0,39032725.0,-1801867.0,-4.84,FY2022/23
Central Queensland,2022,Q3,Outpatient,5434.0,5389,29283653.0,28598446.0,685207.0,2.34,FY2022/23
Central Queensland,2022,Q3,Mental Health,2060.7,5389,11105330.0,11902554.0,-797224.0,-7.18,FY2022/23
Central Queensland,2022,Q3,Maternity,1139.2,5389,6138946.0,6043075.0,95871.0,1.56,FY2022/23
Central Queensland,2022,Q4,Admitted Acute,11472.8,5389,61826705.0,61273672.0,553033.0,0.89,FY2022/23
Central Queensland,2022,Q4,Admitted Subacute,2539.3,5389,13684090.0,13988214.0,-304124.0,-2.22,FY2022/23
Central Queensland,2022,Q4,Emergency Department,6928.1,5389,37335783.0,38687343.0,-1351561.0,-3.62,FY2022/23
Central Queensland,2022,Q4,Outpatient,5055.5,5389,27244334.0,26238615.0,1005720.0,3.69,FY2022/23
Central Queensland,2022,Q4,Mental Health,2134.3,5389,11501863.0,11675263.0,-173400.0,-1.51,FY2022/23
Central Queensland,2022,Q4,Maternity,1243.4,5389,6700631.0,7116853.0,-416222.0,-6.21,FY2022/23
Central Queensland,2023,Q1,Admitted Acute,12673.5,5512,69856461.0,69593160.0,263301.0,0.38,FY2023/24
Central Queensland,2023,Q1,Admitted Subacute,2806.3,5512,15468279.0,15389244.0,79035.0,0.51,FY2023/24
Central Queensland,2023,Q1,Emergency Department,7122.5,5512,39259331.0,41543581.0,-2284250.0,-5.82,FY2023/24
Central Queensland,2023,Q1,Outpatient,5292.1,5512,29170136.0,29048118.0,122018.0,0.42,FY2023/24
Central Queensland,2023,Q1,Mental Health,2012.8,5512,11094476.0,11849887.0,-755411.0,-6.81,FY2023/24
Central Queensland,2023,Q1,Maternity,1155.5,5512,6369355.0,6695476.0,-326121.0,-5.12,FY2023/24
Central Queensland,2023,Q2,Admitted Acute,11644.3,5512,64183566.0,68197267.0,-4013701.0,-6.25,FY2023/24
Central Queensland,2023,Q2,Admitted Subacute,2859.7,5512,15762599.0,17059298.0,-1296699.0,-8.23,FY2023/24
Central Queensland,2023,Q2,Emergency Department,6932.8,5512,38213343.0,37522171.0,691172.0,1.81,FY2023/24
Central Queensland,2023,Q2,Outpatient,5086.4,5512,28036242.0,29965733.0,-1929491.0,-6.88,FY2023/24
Central Queensland,2023,Q2,Mental Health,2072.9,5512,11425803.0,11694296.0,-268493.0,-2.35,FY2023/24
Central Queensland,2023,Q2,Maternity,1119.2,5512,6169198.0,6132973.0,36226.0,0.59,FY2023/24
Central Queensland,2023,Q3,Admitted Acute,11197.2,5512,61718953.0,67857617.0,-6138665.0,-9.95,FY2023/24
Central Queensland,2023,Q3,Admitted Subacute,2610.7,5512,14390308.0,15034236.0,-643928.0,-4.47,FY2023/24
Central Queensland,2023,Q3,Emergency Department,6164.1,5512,33976548.0,36129440.0,-2152892.0,-6.34,FY2023/24
Central Queensland,2023,Q3,Outpatient,5290.8,5512,29163008.0,32156481.0,-2993474.0,-10.26,FY2023/24
Central Queensland,2023,Q3,Mental Health,2249.0,5512,12396457.0,12462151.0,-65694.0,-0.53,FY2023/24
Central Queensland,2023,Q3,Maternity,1287.6,5512,7097395.0,7944446.0,-847051.0,-11.93,FY2023/24
Central Queensland,2023,Q4,Admitted Acute,12730.0,5512,70167786.0,76737465.0,-6569679.0,-9.36,FY2023/24
Central Queensland,2023,Q4,Admitted Subacute,2613.2,5512,14403783.0,15095732.0,-691949.0,-4.8,FY2023/24
Central Queensland,2023,Q4,Emergency Department,6194.2,5512,34142508.0,32986308.0,1156200.0,3.39,FY2023/24
Central Queensland,2023,Q4,Outpatient,5879.6,5512,32408549.0,32587726.0,-179176.0,-0.55,FY2023/24
Central Queensland,2023,Q4,Mental Health,2201.6,5512,12135135.0,13192506.0,-1057371.0,-8.71,FY2023/24
Central Queensland,2023,Q4,Maternity,1279.3,5512,7051575.0,7894921.0,-843346.0,-11.96,FY2023/24
Central Queensland,2024,Q1,Admitted Acute,11863.2,5678,67359040.0,64453147.0,2905893.0,4.31,FY2024/25
Central Queensland,2024,Q1,Admitted Subacute,2744.8,5678,15585036.0,15150427.0,434609.0,2.79,FY2024/25
Central Queensland,2024,Q1,Emergency Department,6286.2,5678,35692883.0,36095234.0,-402350.0,-1.13,FY2024/25
Central Queensland,2024,Q1,Outpatient,5821.6,5678,33054822.0,34583631.0,-1528809.0,-4.63,FY2024/25
Central Queensland,2024,Q1,Mental Health,2100.8,5678,11928073.0,12658526.0,-730453.0,-6.12,FY2024/25
Central Queensland,2024,Q1,Maternity,1184.4,5678,6725248.0,6405428.0,319820.0,4.76,FY2024/25
Central Queensland,2024,Q2,Admitted Acute,12898.4,5678,73237227.0,77341172.0,-4103945.0,-5.6,FY2024/25
Central Queensland,2024,Q2,Admitted Subacute,2901.2,5678,16473189.0,15758573.0,714616.0,4.34,FY2024/25
Central Queensland,2024,Q2,Emergency Department,7173.4,5678,40730413.0,42983598.0,-2253184.0,-5.53,FY2024/25
Central Queensland,2024,Q2,Outpatient,5625.2,5678,31940086.0,33734620.0,-1794534.0,-5.62,FY2024/25
Central Queensland,2024,Q2,Mental Health,2291.9,5678,13013415.0,13661212.0,-647797.0,-4.98,FY2024/25
Central Queensland,2024,Q2,Maternity,1253.5,5678,7117533.0,7960359.0,-842826.0,-11.84,FY2024/25
Central Queensland,2024,Q3,Admitted Acute,12883.3,5678,73151523.0,74994206.0,-1842683.0,-2.52,FY2024/25
Central Queensland,2024,Q3,Admitted Subacute,2876.8,5678,16334302.0,16598414.0,-264112.0,-1.62,FY2024/25
Central Queensland,2024,Q3,Emergency Department,6511.0,5678,36969432.0,38872057.0,-1902625.0,-5.15,FY2024/25
Central Queensland,2024,Q3,Outpatient,5950.3,5678,33785578.0,37432856.0,-3647279.0,-10.8,FY2024/25
Central Queensland,2024,Q3,Mental Health,2110.8,5678,11985379.0,12461260.0,-475881.0,-3.97,FY2024/25
Central Queensland,2024,Q3,Maternity,1180.4,5678,6702333.0,7501635.0,-799302.0,-11.93,FY2024/25
Central Queensland,2024,Q4,Admitted Acute,13327.6,5678,75674189.0,80246160.0,-4571971.0,-6.04,FY2024/25
Central Queensland,2024,Q4,Admitted Subacute,2920.0,5678,16579712.0,17766272.0,-1186561.0,-7.16,FY2024/25
Central Queensland,2024,Q4,Emergency Department,6907.7,5678,39221917.0,37616531.0,1605386.0,4.09,FY2024/25
Central Queensland,2024,Q4,Outpatient,5528.4,5678,31390511.0,33421906.0,-2031395.0,-6.47,FY2024/25
Central Queensland,2024,Q4,Mental Health,2227.1,5678,12645699.0,12815542.0,-169842.0,-1.34,FY2024/25
Central Queensland,2024,Q4,Maternity,1325.0,5678,7523095.0,7360977.0,162117.0,2.15,FY2024/25
Wide Bay,2019,Q1,Admitted Acute,9500.5,5012,47616738.0,50828500.0,-3211762.0,-6.75,FY2019/20
Wide Bay,2019,Q1,Admitted Subacute,2204.9,5012,11051061.0,11717094.0,-666032.0,-6.03,FY2019/20
Wide Bay,2019,Q1,Emergency Department,5037.1,5012,25246150.0,24654257.0,591893.0,2.34,FY2019/20
Wide Bay,2019,Q1,Outpatient,4368.0,5012,21892332.0,23028136.0,-1135804.0,-5.19,FY2019/20
Wide Bay,2019,Q1,Mental Health,1577.2,5012,7904970.0,8457319.0,-552349.0,-6.99,FY2019/20
Wide Bay,2019,Q1,Maternity,943.2,5012,4727249.0,5027520.0,-300272.0,-6.35,FY2019/20
Wide Bay,2019,Q2,Admitted Acute,10012.8,5012,50184143.0,49122941.0,1061202.0,2.11,FY2019/20
Wide Bay,2019,Q2,Admitted Subacute,1973.0,5012,9888914.0,10704230.0,-815316.0,-8.24,FY2019/20
Wide Bay,2019,Q2,Emergency Department,5316.7,5012,26647336.0,28484369.0,-1837033.0,-6.89,FY2019/20
Wide Bay,2019,Q2,Outpatient,4506.3,5012,22585566.0,24538717.0,-1953151.0,-8.65,FY2019/20
Wide Bay,2019,Q2,Mental Health,1785.1,5012,8946945.0,9314745.0,-367800.0,-4.11,FY2019/20
Wide Bay,2019,Q2,Maternity,948.3,5012,4752636.0,4839708.0,-87072.0,-1.83,FY2019/20
Wide Bay,2019,Q3,Admitted Acute,8973.6,5012,44975735.0,47105032.0,-2129297.0,-4.73,FY2019/20
Wide Bay,2019,Q3,Admitted Subacute,2061.2,5012,10330926.0,11432433.0,-1101507.0,-10.66,FY2019/20
Wide Bay,2019,Q3,Emergency Department,5294.5,5012,26536272.0,27883859.0,-1347587.0,-5.08,FY2019/20
Wide Bay,2019,Q3,Outpatient,4175.8,5012,20928952.0,20067478.0,861474.0,4.12,FY2019/20
